id_cliente,nombre,tipo,segmento,ciudad,pais,email,fecha_alta,edad
C33485,Reyes Toro,Persona,Regular,Cancún,México,abelcolunga@example.net,2020-10-09,36.0
C33486,Irene Villegas Chacón,Persona,Friends Plus,Los Ángeles,Estados Unidos,adriana95@example.com,2020-12-23,35.0
C33487,Sandra Ruth Murillo Pineda,Persona,Regular,Rosario,Argentina,camiloleal@example.com,2024-09-09,55.0
C33488,Selena Cifuentes Villanueva,Persona,Regular, Sevilla,España,englishjesus@example.net,2023-09-26,22.0
C33489,Keith Hall,Persona,Regular,Nueva York ,Estados Unidos,lovatomitzy@example.org,2024-04-30,52.0
C33490,Gastón Villa Botella,Persona,Regular,Austin,Estados Unidos,molesesteban@example.com,2022-02-16,61.0
C33491,Kimberly Peck,Persona,Regular,Buenos Aires,Argentina,angela54@example.com,2022-08-21,33.0
C33492,Jill Walker,Persona,Regular, Miami,Estados Unidos,rocio93@example.net,2021-02-26,53.0
C33493,Rosa Tamayo Rodríguez,Persona,Regular,Los Ángeles,Estados Unidos,wbailey@example.com,2020-09-07,60.0
C33494,Osvaldo Óscar Gómez Pinto,Persona,Friends Plus,Querétaro,México,blanca48@example.com,2020-05-02,39.0
C33495,Steven Castro Murcia,Persona,Regular,Seattle,Estados Unidos,paredesangelina@example.net,2020-02-01,25.0
C33496,Christine Rice,Anónimo,Anónimo,Cali,Colombia,,2023-01-04,
C33497,Aitana Pablo Solsona,Persona,Regular,Mérida,México,lisbethzapata@example.org,2023-11-11,64.0
C33498,Christina White,Persona,Friends Plus,Bogotá ,Colombia,theresa54@example.org,2023-04-24,19.0
C33499,Cárdenas and Sons,Empresa,Corporativo,Miami,Estados Unidos,martinezdeborah@moreno-duncan.com,2024-12-21,28.0
C33500,Alma Luisa Lara Martínez,Persona,Friends Plus,Querétaro,México,zsilva@example.org,2020-09-18,20.0
C33501,Eliseo del Benet,Persona,Friends Plus,Mendoza,Argentina,tmartinez@example.com,2024-11-18,29.0
C33502,Eustaquio Francisco Guerra,Persona,Regular,Los Ángeles,Estados Unidos,carrilloagapito@example.org,2023-07-28,21.0
C33503,Elvira Aurora Arriaga,Persona,Friends Plus,Córdoba,Argentina,qbarraza@example.org,2020-03-23,19.0
C33504,Bethany Anthony,Persona,Regular,Buenos Aires,Argentina,ernestotudela@example.com,2022-06-02,45.0
C33505,Nicolasa Luján Álamo S.Coop.,Empresa,Corporativo,Madrid,España,yvillareal@despacho.com,2020-10-12,24.0
C33506,Ing. Mariana Treviño,Persona,Regular,Cali,Colombia,cristobalrico@example.org,2024-08-10,28.0
C33507,Fernanda Alejandra Correa,Persona,Regular, Los Ángeles,Estados Unidos,marthacolon@example.com,2023-02-07,49.0
C33508,Cynthia Parra Monroy,Persona,Regular,Mérida,México,fpascual@example.org,2021-09-26,60.0
C33509,Courtney Morris,Persona,Friends Plus,Sevilla,España,juanvanegas@example.org,2022-08-14,55.0
C33510,Juan Germán Valenzuela,Anónimo,Anónimo, Ciudad de México,México,,2022-02-22,
C33511,"Garrison, Pham and Jensen",Empresa,Corporativo,Medellín,Colombia,falejandro@chavarria-guzman.com,2024-03-06,54.0
C33512,David Yair Barrios,Persona,Friends Plus,Seattle,Estados Unidos,samuelprieto@example.net,2024-10-17,25.0
C33513,Magdalena Sandra Madrigal,Persona,Regular,Monterrey,México,tejedaoswaldo@example.org,2024-08-24,39.0
C33514,Esther Caro Aguirre,Persona,Regular,Miami,Estados Unidos,davidjimenez@example.org,2025-01-14,59.0
C33515,Glenn Koch,Persona,Regular,Cartagena,Colombia,milenaramirez@example.net,2023-05-25,29.0
C33516,Ofelia Beatriz Pelayo Rosales,Persona,Regular,Mendoza,Argentina,thomaswalls@example.net,2020-01-03,55.0
C33517,Jhoan Stiven Quintero,Persona,Regular,Barranquilla,Colombia,gervasiomoya@example.net,2020-05-29,60.0
C33518,Mary Karen Velasco Guzmán,Persona,Regular,Ciudad de México,México,haynesgina@example.net,2020-08-17,40.0
C33519,Luisa Tomé Gabaldón,Anónimo,Anónimo,Ciudad de México,México,,2025-04-02,
C33520,Alejandra Daniela Leal,Persona,Friends Plus, Mendoza,Argentina,martha25@example.org,2023-04-15,54.0
C33521,Lic. Marisol Ceballos,Persona,Regular,Bogotá,Colombia,florencio00@example.com,2024-04-13,33.0
C33522,Stephen Mahoney,Persona,Regular,Mérida,México,tporta@example.com,2023-05-22,32.0
C33523,Leocadia Fátima Gargallo Jordá,Persona,Regular,San Francisco,Estados Unidos,walkereric@example.net,2021-11-30,31.0
C33524,Yamile Carmen García Guzmán,Persona,Regular,Ciudad de México,México,ealvarez@example.org,2024-01-22,24.0
C33525,Sr. Mauro Colón,Anónimo,Anónimo,Bilbao,España,,2023-03-08,
C33526,Dario Castaño Sierra,Persona,Friends Plus,Cali ,Colombia,brooksdillon@example.com,2021-05-20,46.0
C33527,José Manuél Archuleta,Anónimo,Anónimo, Mendoza,Argentina,,2023-08-16,
C33528,Noemí Poza Ramis,Persona,Regular,Bilbao,España,hernandezdavid@example.org,2021-07-19,28.0
C33529,Christina Ortiz,Persona,Regular,Cartagena,Colombia,francopedro@example.org,2025-04-03,42.0
C33530,Juan Omar Peña,Anónimo,Anónimo,San Francisco ,Estados Unidos,,2023-06-22,
C33531,Evangelina Falcó Montaña,Persona,Regular,Madrid,España,afuentes@example.net,2023-04-11,50.0
C33532,Becky Holland,Persona,Regular,Ciudad de México,México,dalton28@example.net,2021-03-28,46.0
C33533,Sra. Conchita Palacios,Persona,Regular,Rosario,Argentina,carroglauco@example.net,2020-12-05,18.0
C33534,Ruiz Ltd,Empresa,Corporativo,Ciudad de México ,México,tracy85@king-knight.com,2022-03-28,37.0
C33535,Norberto Barreto Zambrano,Persona,Regular,Valencia,España,brian91@example.org,2024-09-03,62.0
C33536,Jovita Segovia Hierro S.A.,Empresa,Corporativo,Bilbao,España,rufinovelazquez@despacho.com,2022-08-24,32.0
C33537,Luis Jesús Arias Escobar,Persona,Regular,Austin,Estados Unidos,maria-teresaalejandro@example.com,2020-01-18,54.0
C33538,Luz Álvarez Bedoya,Persona,Regular,Bogotá,Colombia,mitzy78@example.org,2024-07-13,59.0
C33539,Ariadna Carolina Jimínez,Persona,Regular,Barranquilla,Colombia,molinamireya@example.net,2022-07-05,43.0
C33540,Raimundo Pomares Bou,Persona,Regular,Medellín,Colombia,elvira99@example.org,2023-04-30,39.0
C33541,Edu Rovira Enríquez,Anónimo,Anónimo,Ciudad de México,México,,2024-06-08,
C33542,Judith Beatriz Saiz,Anónimo,Anónimo,Buenos Aires,Argentina,,2024-02-06,
C33543,David Gutiérrez Gutiérrez,Anónimo,Anónimo,Rosario,Argentina,,2023-07-12,
C33544,Lori Payne,Anónimo,Anónimo,Cartagena,Colombia,,2024-02-07,
C33545,Maximino Nando Ayala Ripoll,Persona,Regular,Monterrey,México,ferreroestela@example.org,2023-01-09,51.0
C33546,Esther Meléndez Hernando,Anónimo,Anónimo,Rosario,Argentina,,2023-09-03,
C33547,Maura Segura Garcia,Persona,Regular,Sevilla,España,aguadosonia@example.net,2025-04-15,63.0
C33548,Wilfredo Rosales Miranda,Persona,Friends Plus,Monterrey,México,fabriciobou@example.org,2024-02-26,32.0
C33549,Vanessa Juana Guerrero Oviedo,Persona,Regular,Ciudad de México,México,franciscalebron@example.net,2022-11-01,22.0
C33550,Maura Abril-Huguet,Anónimo,Anónimo,Monterrey,México,,2021-04-10,
C33551,Jamie Henry,Persona,Regular,Monterrey,México,moniquebrooks@example.net,2020-09-02,49.0
C33552,Melchor Donato Zamora Benet,Persona,Regular,Cali,Colombia,debra45@example.org,2020-10-13,44.0
C33553,Hotel Castellana S.L.,Empresa,Corporativo,Córdoba,Argentina,arreguiazucena@acero.es,2022-07-04,33.0
C33554,Amy Ritter,Persona,Regular,Sevilla,España,david61@example.org,2020-01-06,45.0
C33555,Martin Victorino Blazquez Benavides,Persona,Regular,Miami,Estados Unidos,jill64@example.org,2023-02-13,62.0
C33556,Teodosio Quirós Caparrós,Persona,Friends Plus,Seattle,Estados Unidos,augustoaguilar@example.com,2022-02-14,43.0
C33557,Óliver Heredia Sevilla,Persona,Regular,Valencia,España,currofont@example.net,2024-10-27,21.0
C33558,Bonnie Bishop,Persona,Regular,Bogotá,Colombia,stacygonzalez@example.com,2022-10-09,49.0
C33559,Ximena Peñalver Mendizábal,Persona,Regular,Cali,Colombia,diazmaria@example.net,2024-11-19,44.0
C33560,Estela Lugo Rojas,Persona,Regular,Nueva York,Estados Unidos,sfranco@example.org,2021-02-21,33.0
C33561,Medrano y Chavarría A.C.,Empresa,Corporativo,Córdoba,Argentina,peralalejandra@salome.com,2023-12-02,33.0
C33562,Laura Merino Ferrer,Persona,Friends Plus,Cali,Colombia,arredondoporfirio@example.com,2023-08-26,38.0
C33563,Kimberly Anderson,Persona,Regular,Nueva York,Estados Unidos,qgarrett@example.org,2023-08-19,58.0
C33564,Susana Anel Trejo,Persona,Regular,Barranquilla,Colombia,mduran@example.com,2024-11-17,49.0
C33565,Juan Manuel Molina,Persona,Regular,Buenos Aires,Argentina,qgonzalez@example.net,2021-04-17,48.0
C33566,Karla Mesa,Persona,Regular,Madrid,España,stella70@example.org,2021-04-06,54.0
C33567,Gustavo Jhon Monroy,Persona,Friends Plus,Boston,Estados Unidos,dariozapata@example.com,2024-03-03,50.0
C33568,Lic. Ramón Esquibel,Persona,Regular,Chicago,Estados Unidos,ynino@example.org,2021-10-24,51.0
C33569,William Lopez,Persona,Regular,Madrid,España,maria03@example.net,2020-03-05,48.0
C33570,Consultoría Alvarez S.A.T.,Empresa,Corporativo,Bogotá,Colombia,dvelasquez@morales.biz,2024-10-21,48.0
C33571,Segismundo Adadia Lucena,Persona,Regular,Querétaro,México,padillajuan@example.com,2021-04-06,34.0
C33572,Carmen Prieto Rojas,Persona,Friends Plus,Austin,Estados Unidos,edgar58@example.org,2023-10-04,39.0
C33573,Fernando Acuña Moreno,Persona,Regular,San Francisco,Estados Unidos,gvasquez@example.com,2022-02-27,47.0
C33574,Aurora Rivas,Persona,Friends Plus, Medellín,Colombia,ysanchez@example.com,2022-12-29,44.0
C33575,Humberto Luis Mosquera,Persona,Friends Plus,Rosario,Argentina,doralopez@example.org,2024-12-19,35.0
C33576,Paulina Mascareñas,Persona,Friends Plus,Cartagena,Colombia,andreamontoya@example.org,2023-06-04,52.0
C33577,Eduardo Gómez,Persona,Friends Plus,Valencia,España,ypena@example.com,2021-02-01,40.0
C33578,Mayte Orellana,Anónimo,Anónimo,San Francisco,Estados Unidos,,2023-12-29,
C33579,Morán y Valle S.Coop.,Empresa,Corporativo,Querétaro ,México,vicente67@carbajal.net,2020-09-12,19.0
C33580,Alfredo Héctor Samaniego,Persona,Regular,Barcelona,España,esutton@example.org,2023-09-03,45.0
C33581,Barrios-Lugo,Empresa,Corporativo,CANCÚN,México,vsmith@taylor-morgan.com,2024-09-30,43.0
C33582,Yésica Francisco Zapata,Anónimo,Anónimo,Boston,Estados Unidos,,2023-12-14,
C33583,Dra. Micaela Pabón,Anónimo,Anónimo,Los Ángeles,Estados Unidos,,2025-04-08,
C33584,Samantha Griffin,Anónimo,Anónimo,Los Ángeles,Estados Unidos,,2023-03-29,
C33585,Elias Jorge Luis Alvarez,Persona,Regular,Austin,Estados Unidos,cristiansabater@example.net,2021-03-25,35.0
C33586,Dario Andrés Gallego,Persona,Regular,Valencia,España,wmartinez@example.org,2022-11-04,33.0
C33587,Allen LLC,Empresa,Corporativo,CARTAGENA,Colombia,wisewilliam@reyes.com,2023-01-22,62.0
C33588,Bernardino Gordillo Bonet,Anónimo,Anónimo,Guadalajara,México,,2020-03-25,
C33589,Donald Shelton,Persona,Regular,Medellín,Colombia,penasestela@example.com,2021-05-30,56.0
C33590,Gladis Lady Cuéllar,Persona,Regular,Los Ángeles,Estados Unidos,ryan17@example.net,2023-08-02,30.0
C33591,Poncio Sanjuan-Zapata,Persona,Regular,San Francisco,Estados Unidos,youngkathleen@example.org,2024-02-19,59.0
C33592,León Diéguez,Persona,Friends Plus,Cancún,México,cristianacevedo@example.org,2022-09-02,42.0
C33593,Mauricio Echeverría Paz,Persona,Friends Plus,BILBAO,España,rsuarez@example.net,2022-05-19,55.0
C33594,Martin Osborn,Persona,Friends Plus,Miami,Estados Unidos,emilse29@example.net,2023-08-08,52.0
C33595,Sebastián Ardila Escobar,Anónimo,Anónimo,Barcelona,España,,2025-03-21,
C33596,Sra. Nelly Amador,Persona,Regular,Bogotá,Colombia,espinosasalomon@example.com,2021-01-16,61.0
C33597,Imelda de Nadal,Anónimo,Anónimo,Cancún,México,,2021-12-02,
C33598,Pili de Pellicer,Persona,Regular,Cartagena,Colombia,valerie54@example.com,2021-08-31,24.0
C33599,Arley Martínez Orozco,Persona,Regular,Cali,Colombia,gamblejoe@example.com,2020-04-16,24.0
C33600,Natalia Karina Morales Rodrígez,Persona,Friends Plus,Barcelona,España,olimpiapi@example.net,2020-05-12,53.0
C33601,Benito Roldán,Anónimo,Anónimo,Rosario,Argentina,,2023-03-25,
C33602,Salvador Miguel Zapata Cintrón,Persona,Friends Plus,Barcelona,España,camila39@example.com,2022-03-22,39.0
C33603,Mark Wright,Persona,Regular,Cancún,México,qdiaz@example.net,2024-07-23,43.0
C33604,Perez-Horton,Empresa,Corporativo,Guadalajara,México,valeria91@arenas.com,2020-08-07,27.0
C33605,Omar Quiñones Mercado,Persona,Regular,Madrid,España,ortaivan@example.org,2024-08-24,23.0
C33606,María González,Persona,Regular,Buenos Aires,Argentina,webstermitchell@example.com,2024-04-23,34.0
C33607,Mauricio Sánchez,Persona,Regular,Seattle,Estados Unidos,stephaniequinn@example.com,2023-05-13,29.0
C33608,Ana Tamayo,Persona,Regular,Guadalajara,México,lina01@example.org,2022-04-24,56.0
C33609,White-Bolton,Empresa,Corporativo,Mendoza,Argentina,martinberto@valderrama.es,2020-12-30,18.0
C33610,Arsenio Pons Sedano,Persona,Regular,Barcelona,España,iespinal@example.org,2020-06-07,43.0
C33611,Milena Alfonso Rivas,Persona,Regular,Mérida,México,kjohnson@example.com,2023-03-31,53.0
C33612,Zachary West,Anónimo,Anónimo,Barcelona,España,,2020-11-07,
C33613,Leticia Salma Arredondo,Persona,Regular,Mendoza ,Argentina,maria-joseduran@example.net,2021-07-13,43.0
C33614,Juliana Luisa Hernández,Persona,Regular,Cancún,México,mitchelldylan@example.org,2024-03-01,28.0
C33615,María Belén Alcalá Mateos,Persona,Regular,Chicago,Estados Unidos,anita04@example.com,2022-10-02,63.0
C33616,Daniel Danny Cruz,Persona,Friends Plus,Austin,Estados Unidos,marcos12@example.net,2023-07-05,64.0
C33617,Abril Lourdes Cruz,Persona,Friends Plus,Bilbao,España,phamvanessa@example.com,2022-07-08,55.0
C33618,Eric Ray,Persona,Friends Plus,Queretaro,México,seve86@example.com,2024-05-26,20.0
C33619,Nayeli Rosalia Mena,Anónimo,Anónimo,Mendoza,Argentina,,2021-05-18,
C33620,Benito Sierra,Persona,Friends Plus,Rosario ,Argentina,zsmith@example.com,2021-07-13,22.0
C33621,Marcus Ramsey,Persona,Regular,Rosario,Argentina,rodriguezluz@example.org,2024-07-27,53.0
C33622,Lucía Máxima Barberá Sanmartín,Persona,Regular,Austin,Estados Unidos,zmurray@example.org,2023-12-14,43.0
C33623,Dr. Rolando Cornejo,Persona,Regular,Cartagena,Colombia,hurtadorafael@example.org,2022-08-20,33.0
C33624,Maxi Araceli Cárdenas Blasco,Persona,Friends Plus,Seattle,Estados Unidos,matthew13@example.com,2022-05-06,20.0
C33625,Angie Harris,Persona,Regular,Bogotá,Colombia,john23@example.org,2025-03-28,51.0
C33626,Abel Abellán Echeverría,Persona,Regular,Madrid,España,avilla@example.com,2021-01-26,20.0
C33627,Blas Gras Gargallo,Anónimo,Anónimo,Madrid,España,,2024-11-04,
C33628,"Parrish, Jackson and Smith",Empresa,Corporativo,Boston,Estados Unidos,acostamaria-del-carmen@ordonez-morales.biz,2021-07-13,57.0
C33629,Taylor Ponce,Persona,Regular,Cali,Colombia,vrovira@example.com,2021-11-30,57.0
C33630,Rocío Oviedo,Anónimo,Anónimo,Barcelona,España,,2025-03-23,
C33631,Srita. Dulce Pelayo,Persona,Regular,Bilbao,España,daniel37@example.org,2021-01-08,54.0
C33632,Patricia Leydi Díaz Calderón,Persona,Regular,Mérida,México,garciaandres@example.com,2021-08-29,36.0
C33633,Alejandro Dillon,Persona,Regular,Mérida,México,kcampos@example.com,2022-10-05,45.0
C33634,Juan Carvajal,Persona,Friends Plus,Guadalajara,México,rubenalcolea@example.com,2021-08-22,22.0
C33635,Michael Dougherty,Anónimo,Anónimo,Boston,Estados Unidos,,2021-09-06,
C33636,Melissa Byrd,Persona,Regular,Cancún,México,hescobar@example.net,2021-11-09,23.0
C33637,"Wilson, Lambert and Williams",Empresa,Corporativo,Cancún,México,yhall@taylor.net,2023-05-12,59.0
C33638,Luis César Ortiz,Persona,Regular,Boston,Estados Unidos,wroa@example.net,2020-06-25,18.0
C33639,Verónica Menchaca,Anónimo,Anónimo,Mérida,México,,2020-10-04,
C33640,Jay Collins,Anónimo,Anónimo,Sevilla,España,,2020-03-27,
C33641,Daniel Pérez Pérez,Persona,Regular,Cali,Colombia,baileywest@example.net,2020-07-24,52.0
C33642,Srita. Sofía Vanegas,Persona,Friends Plus,Nueva York,Estados Unidos,fgomez@example.org,2022-06-06,47.0
C33643,Iván Botella-Exposito,Persona,Regular,Cali,Colombia,jhoancruz@example.com,2022-09-16,43.0
C33644,Dra. Araceli Ledesma,Persona,Friends Plus,San Francisco,Estados Unidos,aurelianovalle@example.net,2022-01-11,22.0
C33645,Cristina Lorenzo Huerta,Anónimo,Anónimo,Cali,Colombia,,2024-09-15,
C33646,Michael Mckenzie,Persona,Regular,Chicago,Estados Unidos,wbarajas@example.org,2023-05-22,30.0
C33647,Jason Morgan,Persona,Regular,Cancún,México,anahoyos@example.org,2020-05-07,46.0
C33648,María Fanny Ramírez Cerón,Anónimo,Anónimo,Querétaro,México,,2022-11-13,
C33649,Bethany Le,Persona,Friends Plus,Cancún,México,leonardomeneses@example.com,2021-06-01,34.0
C33650,Lisa Campbell PhD,Anónimo,Anónimo, Sevilla,España,,2023-02-12,
C33651,José Gerson Salamanca Pedraza,Persona,Regular,Ciudad de México,México,ycriado@example.org,2021-10-09,40.0
C33652,Jacinto Toro Campillo,Persona,Regular,Madrid,España,cristobalbernad@example.com,2025-01-14,21.0
C33653,Soledad Montañez,Anónimo,Anónimo,Mendoza,Argentina,,2022-07-10,
C33654,John Morales,Persona,Friends Plus,Córdoba,Argentina,rodney17@example.com,2024-01-18,64.0
C33655,Samantha Lyons,Persona,Friends Plus,Bogotá,Colombia,gomezcarmen@example.org,2023-08-16,38.0
C33656,Emelina Zorrilla Planas,Anónimo,Anónimo,Barcelona,España,,2021-04-11,
C33657,Salvador Garica Alonso,Persona,Regular,Guadalajara,México,hicksamy@example.org,2024-04-15,48.0
C33658,Joseph Ramsey,Persona,Regular, Cancún,México,sotoalberto@example.org,2021-03-02,45.0
C33659,Heidi Richards,Persona,Regular, Cali,Colombia,amayaluis-manuel@example.com,2022-11-30,61.0
C33660,Jesús Valderrama Guerrero,Persona,Regular,Cali,Colombia,sonia03@example.com,2022-01-14,55.0
C33661,Rufino Aguirre-Giménez,Persona,Regular, Monterrey,México,matajonas@example.org,2020-10-16,44.0
C33662,Travis Brown,Persona,Regular,Nueva York,Estados Unidos,palominoangela@example.com,2023-03-18,29.0
C33663,Robin Mann,Anónimo,Anónimo,Guadalajara,México,,2020-05-14,
C33664,Eugenia Nadia Tovar Estrada,Persona,Regular,Monterrey,México,macarenajorda@example.org,2022-08-27,40.0
C33665,Geraldine Amparo Acosta Lozano,Anónimo,Anónimo,Cali,Colombia,,2024-02-22,
C33666,Custodia Juárez Pacheco,Persona,Regular,Ciudad de México,México,spombo@example.org,2020-03-07,23.0
C33667,Andrés Botello Burgos,Persona,Friends Plus,Chicago,Estados Unidos,rubioaida@example.net,2020-04-20,45.0
C33668,Abelardo Emilio Barragán,Persona,Friends Plus,Monterrey,México,alta-graciasuarez@example.com,2020-03-06,18.0
C33669,Rufina Acevedo Aranda,Anónimo,Anónimo,Boston,Estados Unidos,,2023-06-10,
C33670,Mercedes López,Persona,Regular,Monterrey,México,milenajimenez@example.com,2023-01-20,28.0
C33671,Farmaceútica Armengol S.L.U.,Empresa,Corporativo,Madrid,España,fvalencia@acosta.info,2021-11-26,62.0
C33672,Carlota Yolanda Ornelas Almonte,Persona,Regular,Chicago,Estados Unidos,adrienne80@example.org,2023-08-09,29.0
C33673,Ing. Victoria Márquez,Persona,Regular,Bilbao,España,jperello@example.org,2023-01-26,43.0
C33674,Doris Rubiela Romero,Persona,Regular,Medellín,Colombia,zescobar@example.org,2021-07-30,62.0
C33675,Freddy Duarte,Persona,Regular,Los Ángeles,Estados Unidos,casarezkarla@example.com,2024-10-15,49.0
C33676,Manuel Alcalde Mosquera S.L.N.E,Empresa,Corporativo,San Francisco,Estados Unidos,whurtado@zedillo.net,2023-08-14,46.0
C33677,Benito Piña,Anónimo,Anónimo,Bilbao,España,,2022-02-15,
C33678,Pérez PLC,Empresa,Corporativo,GUADALAJARA,México,alejandrovergara@portilla-martinez.org,2023-09-16,49.0
C33679,"Barrera, Salcedo and López",Empresa,Corporativo,Cartagena,Colombia,fcaldera@club.com,2023-11-19,48.0
C33680,María Adadia Montoya,Persona,Regular,Cali,Colombia,dollyhurtado@example.com,2020-09-30,60.0
C33681,Gustavo Cavazos Naranjo,Persona,Regular,Ciudad de México,México,martinashlee@example.net,2024-07-16,19.0
C33682,Josué Otero-Carro,Persona,Friends Plus,Rosario,Argentina,harrisonkristen@example.org,2020-10-27,22.0
C33683,Nicolás Romero,Anónimo,Anónimo,Barranquilla,Colombia,,2022-09-09,
C33684,María Rincón,Persona,Regular,Nueva York,Estados Unidos,monica55@example.com,2023-04-02,40.0
C33685,Christian Walker,Anónimo,Anónimo,Mérida,México,,2022-04-29,
C33686,James Williams,Persona,Regular,Cartagena,Colombia,franciscosaiz@example.net,2023-01-13,58.0
C33687,Cristal Perea,Persona,Friends Plus,San Francisco,Estados Unidos,juliekeller@example.net,2021-10-01,37.0
C33688,Colleen Nelson,Persona,Friends Plus,Barcelona,España,kotero@example.org,2023-02-11,32.0
C33689,José Manuél Gilberto Girón Negrete,Persona,Regular,Bogotá,Colombia,iroque@example.net,2024-08-28,40.0
C33690,Phillip Holt,Persona,Regular, Cartagena,Colombia,higuerasosvaldo@example.org,2021-08-31,57.0
C33691,Vladimir Wilfrido Rojas Ávila,Persona,Regular,Cancún,México,mitchell70@example.net,2023-07-09,39.0
C33692,Luciano del Pellicer,Persona,Regular,Rosario,Argentina,cuellarkatherin@example.org,2021-12-22,54.0
C33693,Bryan Huang,Persona,Regular,Ciudad de México,México,ryanjackson@example.com,2024-09-07,46.0
C33694,Soraya Abril-Figueras,Persona,Regular,Barranquilla,Colombia,hardyabigail@example.org,2024-03-25,64.0
C33695,Wayne Baker,Anónimo,Anónimo,Ciudad de México,México,,2022-05-07,
C33696,Iván Caicedo Gómez,Anónimo,Anónimo,Bogotá,Colombia,,2021-04-15,
C33697,Jose Antonio del Albero,Persona,Regular,Rosario,Argentina,bquevedo@example.com,2020-11-16,49.0
C33698,Cheryl Schwartz,Persona,Regular,Cartagena,Colombia,luiscarbonell@example.com,2020-10-18,23.0
C33699,Crescencia Roldán Campoy,Persona,Regular,Medellín,Colombia,monsalvemaritza@example.com,2022-02-14,31.0
C33700,Jordan Sanchez,Persona,Friends Plus,VALENCIA,España,rubiojair@example.org,2020-05-06,20.0
C33701,Adriana Vergara Solano,Anónimo,Anónimo,Nueva York,Estados Unidos,,2025-01-28,
C33702,Nicole Doyle,Persona,Regular,Barcelona,España,woodjames@example.com,2025-04-01,48.0
C33703,Yeison Ever Gómez Burbano,Persona,Regular,Buenos Aires,Argentina,javierguardado@example.net,2025-02-11,34.0
C33704,Itzel Rael,Persona,Regular,Querétaro,México,manuelmercado@example.org,2022-04-18,57.0
C33705,Terry Smith,Persona,Regular,Sevilla,España,kmartinez@example.org,2023-12-13,60.0
C33706,Juan Moreno,Persona,Regular,Bilbao,España,zmartinez@example.org,2024-01-16,52.0
C33707,"Carrera, Dávila y Rosas",Empresa,Corporativo,Cancún,México,ydunn@warren.com,2022-02-14,37.0
C33708,Alfonso Óscar Sánchez Fajardo,Persona,Regular,Cordoba,Argentina,onofregranados@example.com,2021-01-04,21.0
C33709,Antonio Escobar,Persona,Regular,Mérida,México,vpartida@example.org,2022-04-15,19.0
C33710,Jesus Bates,Persona,Regular,Cali,Colombia,gblair@example.net,2020-01-01,36.0
C33711,Gloria Duque Prieto,Persona,Regular,Valencia,España,ramirezconsuelo@example.org,2020-07-21,35.0
C33712,Daniel Caballero Suárez,Persona,Regular,Medellín,Colombia,xrojas@example.net,2025-03-23,48.0
C33713,Robert Moyer,Persona,Friends Plus,Córdoba,Argentina,xroldan@example.net,2020-05-08,37.0
C33714,Steven Miller,Persona,Regular, Chicago,Estados Unidos,kevin47@example.org,2024-01-21,55.0
C33715,Esteban Matías Villalba Pallarès,Persona,Friends Plus,Sevilla,España,joseramos@example.org,2020-08-04,63.0
C33716,Luciana Farré Calatayud,Persona,Regular,Chicago ,Estados Unidos,eloisatome@example.org,2021-02-10,40.0
C33717,Sra. Lucía Pelayo,Anónimo,Anónimo,SEVILLA,España,,2020-08-12,
C33718,"Rodríguez, Restrepo and Meneses",Empresa,Corporativo,Querétaro,México,whiterachel@floyd-glover.biz,2020-08-06,57.0
C33719,Ronald Williams,Persona,Regular,Sevilla,España,andrescruz@example.org,2023-11-17,60.0
C33720,Rocío Anel Calderón,Anónimo,Anónimo,Cali,Colombia,,2021-05-18,
C33721,"Perales, Guzmán y Jasso",Empresa,Corporativo, Ciudad de México,México,luispujadas@promociones.org,2022-08-29,53.0
C33722,Servicios Gascón S.A.,Empresa,Corporativo,Rosario,Argentina,smartinez@bermudez.com,2020-01-06,25.0
C33723,Luz Judith Orozco Martínez,Persona,Regular,Austin,Estados Unidos,timoteovalencia@example.com,2023-11-19,56.0
C33724,Sr. Gustavo Mojica,Persona,Regular,Bogotá,Colombia,salvadorrodriguez@example.com,2021-01-06,41.0
C33725,Jacob Sanders,Persona,Regular,Sevilla,España,gbaker@example.net,2024-05-21,44.0
C33726,Eugenio de Gallart,Persona,Regular,Los Ángeles,Estados Unidos,cameron14@example.org,2022-06-05,46.0
C33727,Carlos Tomás Miró,Persona,Regular,Cartagena,Colombia,mpatino@example.net,2024-04-05,36.0
C33728,Sosa-Saiz,Empresa,Corporativo,Monterrey,México,toddjensen@lindsey.org,2022-09-25,43.0
C33729,Julie Taylor,Persona,Friends Plus,Monterrey,México,vmora@example.net,2022-11-20,27.0
C33730,Abraham José Carlos Sotelo de la Rosa,Anónimo,Anónimo,Boston,Estados Unidos,,2024-07-07,
C33731,Josefina del Montenegro,Persona,Friends Plus,Chicago,Estados Unidos,iglesiaseugenia@example.org,2020-06-02,51.0
C33732,Lorenza Prat Estrada,Persona,Regular,Ciudad de México,México,barrientosramon@example.com,2022-01-16,49.0
C33733,Isabel Arévalo,Persona,Regular,Rosario ,Argentina,martinsarah@example.org,2023-06-12,19.0
C33734,Fernando Robinson Sánchez,Persona,Regular,Chicago,Estados Unidos,alejandro65@example.org,2022-07-14,31.0
C33735,César Javier Uribe Ramírez,Persona,Friends Plus,Seattle,Estados Unidos,carlotasantana@example.net,2022-12-17,63.0
C33736,Ing. Carla Vera,Persona,Regular,CALI,Colombia,maribel09@example.net,2022-03-10,60.0
C33737,Martha Rubiela Vargas Pérez,Persona,Regular,Los Ángeles,Estados Unidos,jennynelson@example.org,2020-04-13,62.0
